,open,high,low,close,volume,datetime
41,3390.26,3390.26,3390.26,3390.26,227,2021-10-18 12:51:00
42,3391.1,3391.1,3391.1,3391.1,137,2021-10-18 12:52:00
43,3390.0,3390.0,3390.0,3390.0,200,2021-10-18 12:54:00
44,3389.36,3389.36,3389.23,3389.23,200,2021-10-18 12:55:00
45,3389.23,3389.23,3389.23,3389.23,400,2021-10-18 12:56:00
46,3389.23,3389.23,3389.23,3389.23,300,2021-10-18 12:57:00
47,3389.18,3389.23,3389.18,3389.23,300,2021-10-18 12:58:00
48,3390.0,3390.0,3390.0,3390.0,200,2021-10-18 13:06:00
49,3390.46,3390.46,3390.0,3390.0,355,2021-10-18 13:08:00
50,3390.1,3390.1,3390.1,3390.1,163,2021-10-18 13:09:00
51,3390.0,3390.0,3390.0,3390.0,354,2021-10-18 13:10:00
52,3391.0,3391.0,3391.0,3391.0,150,2021-10-18 13:12:00
53,3390.06,3390.06,3390.06,3390.06,100,2021-10-18 13:14:00
54,3389.0,3391.0,3385.8,3385.8,538,2021-10-18 13:25:00
55,3387.0,3387.0,3387.0,3387.0,270,2021-10-18 13:27:00
56,3385.0,3387.57,3385.0,3387.57,357,2021-10-18 13:28:00
57,3387.38,3392.5917,3385.1,3391.175,57499,2021-10-18 13:30:00
58,3391.08,3399.11,3390.4401,3398.8201,20573,2021-10-18 13:31:00
59,3398.47,3399.95,3395.82,3397.3499,5695,2021-10-18 13:32:00
60,3397.3,3400.925,3396.2,3398.385,12573,2021-10-18 13:33:00
61,3398.22,3399.49,3394.0,3394.21,11133,2021-10-18 13:34:00
62,3394.58,3394.8,3389.1201,3389.1201,16096,2021-10-18 13:35:00
63,3390.51,3392.0242,3389.815,3390.65,4938,2021-10-18 13:36:00
64,3391.25,3398.92,3391.25,3397.692,14640,2021-10-18 13:37:00
65,3399.0,3404.99,3399.0,3403.32,17329,2021-10-18 13:38:00
66,3403.55,3404.72,3401.95,3404.61,7652,2021-10-18 13:39:00
67,3405.0,3409.0,3402.805,3408.4,11271,2021-10-18 13:40:00
68,3408.34,3419.98,3407.8,3419.27,20950,2021-10-18 13:41:00
69,3419.445,3419.64,3414.83,3415.65,13440,2021-10-18 13:42:00
70,3415.48,3425.0,3415.48,3423.81,12463,2021-10-18 13:43:00
71,3423.22,3423.22,3418.185,3419.3202,9794,2021-10-18 13:44:00
72,3418.78,3420.155,3414.03,3416.7,16154,2021-10-18 13:45:00
73,3415.47,3423.14,3415.04,3423.14,6216,2021-10-18 13:46:00
74,3423.945,3427.93,3423.13,3424.235,16350,2021-10-18 13:47:00
75,3425.005,3432.01,3425.005,3430.355,12002,2021-10-18 13:48:00
76,3429.71,3434.67,3429.71,3431.55,14186,2021-10-18 13:49:00
77,3432.7,3434.2,3429.92,3430.8467,11925,2021-10-18 13:50:00
78,3430.81,3430.81,3426.25,3427.96,7808,2021-10-18 13:51:00
79,3428.87,3428.87,3424.43,3427.01,7271,2021-10-18 13:52:00
80,3426.48,3427.6,3425.88,3427.49,3975,2021-10-18 13:53:00
81,3427.2984,3427.345,3420.11,3420.41,15289,2021-10-18 13:54:00
82,3420.58,3425.8094,3417.4896,3425.8094,10829,2021-10-18 13:55:00
83,3426.6794,3432.98,3426.56,3431.95,5369,2021-10-18 13:56:00
84,3431.165,3435.53,3430.93,3431.0,12994,2021-10-18 13:57:00
85,3431.93,3432.2,3423.795,3424.15,10511,2021-10-18 13:58:00
86,3425.01,3426.67,3419.42,3420.05,10370,2021-10-18 13:59:00
87,3422.42,3423.64,3420.2775,3421.51,4075,2021-10-18 14:00:00
88,3422.17,3422.93,3420.67,3421.86,5187,2021-10-18 14:01:00
89,3421.6,3424.0,3420.4,3422.85,3920,2021-10-18 14:02:00
90,3423.2725,3424.02,3421.94,3423.89,3070,2021-10-18 14:03:00
91,3423.1,3423.965,3420.45,3421.91,4331,2021-10-18 14:04:00
92,3421.92,3425.9999,3420.5719,3425.9999,4329,2021-10-18 14:05:00
93,3426.0,3427.88,3425.545,3427.88,5605,2021-10-18 14:06:00
94,3426.97,3429.96,3426.96,3428.22,3124,2021-10-18 14:07:00
95,3428.845,3428.845,3421.08,3421.095,7300,2021-10-18 14:08:00
96,3420.35,3421.255,3420.0,3421.0,5433,2021-10-18 14:09:00
97,3421.02,3421.02,3416.585,3418.425,3432,2021-10-18 14:10:00
98,3420.24,3420.24,3417.2196,3417.43,2250,2021-10-18 14:11:00
99,3417.17,3418.86,3415.88,3417.585,5300,2021-10-18 14:12:00
100,3418.13,3422.72,3418.1,3420.56,6491,2021-10-18 14:13:00
101,3420.09,3420.09,3418.16,3420.0,1599,2021-10-18 14:14:00
102,3419.7473,3419.7473,3411.23,3411.4048,10624,2021-10-18 14:15:00
103,3411.0001,3413.0,3410.79,3411.69,5994,2021-10-18 14:16:00
104,3411.92,3412.245,3409.45,3409.96,2153,2021-10-18 14:17:00
105,3409.39,3409.48,3403.17,3403.57,12951,2021-10-18 14:18:00
106,3403.14,3403.14,3398.6,3399.41,6430,2021-10-18 14:19:00
107,3401.0,3404.66,3399.6,3404.315,9968,2021-10-18 14:20:00
108,3403.74,3407.32,3403.74,3405.35,7374,2021-10-18 14:21:00
109,3407.0,3407.86,3405.11,3407.06,9893,2021-10-18 14:22:00
110,3407.22,3408.0,3403.585,3404.18,4480,2021-10-18 14:23:00
111,3405.15,3406.875,3404.564,3405.28,3438,2021-10-18 14:24:00
112,3405.54,3410.08,3404.86,3408.285,7530,2021-10-18 14:25:00
113,3408.86,3411.44,3408.86,3409.17,4920,2021-10-18 14:26:00
114,3409.0,3410.8,3407.71,3407.71,5029,2021-10-18 14:27:00
115,3408.48,3411.0,3407.7,3409.07,5067,2021-10-18 14:28:00
116,3408.83,3409.958,3408.45,3409.3,1900,2021-10-18 14:29:00
117,3409.58,3409.58,3406.18,3408.03,2621,2021-10-18 14:30:00
118,3408.68,3409.98,3407.98,3407.98,1203,2021-10-18 14:31:00
119,3407.0,3408.1109,3403.15,3404.85,3997,2021-10-18 14:32:00
120,3404.95,3405.0,3402.23,3403.0393,3414,2021-10-18 14:33:00
121,3402.985,3403.81,3402.4676,3403.44,5772,2021-10-18 14:34:00
122,3403.43,3403.43,3399.8022,3399.8022,4335,2021-10-18 14:35:00
123,3399.33,3402.195,3398.4,3402.195,6222,2021-10-18 14:36:00
124,3402.1281,3402.69,3399.9,3401.15,4786,2021-10-18 14:37:00
125,3400.945,3401.08,3398.05,3400.13,2866,2021-10-18 14:38:00
126,3400.0,3402.6596,3400.0,3401.83,1210,2021-10-18 14:39:00
127,3402.462,3409.4116,3401.5,3409.4116,6530,2021-10-18 14:40:00
128,3408.531,3408.99,3406.8737,3408.956,3366,2021-10-18 14:41:00
129,3408.56,3409.032,3405.76,3405.76,2750,2021-10-18 14:42:00
130,3406.2965,3406.76,3404.16,3405.59,4611,2021-10-18 14:43:00
131,3405.5901,3406.51,3404.0,3406.36,3260,2021-10-18 14:44:00
132,3407.2,3407.97,3406.6,3406.6,1612,2021-10-18 14:45:00
133,3406.01,3406.62,3406.01,3406.315,799,2021-10-18 14:46:00
134,3405.52,3405.52,3403.53,3404.0,2539,2021-10-18 14:47:00
135,3404.783,3405.0,3404.18,3404.19,1028,2021-10-18 14:48:00
136,3404.21,3406.75,3404.18,3406.365,2162,2021-10-18 14:49:00
137,3406.92,3408.0,3405.0,3408.0,6050,2021-10-18 14:50:00
138,3407.75,3407.9,3406.84,3407.68,1450,2021-10-18 14:51:00
139,3406.77,3408.0,3406.77,3408.0,3266,2021-10-18 14:52:00
140,3408.62,3408.62,3406.68,3406.68,2787,2021-10-18 14:53:00
141,3406.68,3406.7873,3405.615,3405.67,1172,2021-10-18 14:54:00
142,3406.73,3406.96,3403.955,3404.42,2200,2021-10-18 14:55:00
143,3404.98,3405.0,3403.6,3404.466,632,2021-10-18 14:56:00
144,3405.7,3406.1477,3404.235,3405.65,3287,2021-10-18 14:57:00
145,3405.08,3405.08,3405.08,3405.08,100,2021-10-18 14:58:00
146,3405.01,3405.01,3403.88,3403.89,505,2021-10-18 14:59:00
147,3404.5,3404.77,3404.5,3404.77,200,2021-10-18 15:00:00
148,3405.52,3406.596,3404.06,3404.93,4055,2021-10-18 15:01:00
149,3405.0,3405.74,3404.13,3405.74,2000,2021-10-18 15:02:00
150,3404.3295,3404.64,3404.3295,3404.64,350,2021-10-18 15:03:00
151,3404.25,3404.25,3403.02,3403.77,600,2021-10-18 15:04:00
152,3403.98,3404.33,3403.98,3404.33,500,2021-10-18 15:05:00
153,3404.8,3406.925,3404.8,3406.575,500,2021-10-18 15:06:00
154,3406.19,3407.82,3405.965,3407.82,1530,2021-10-18 15:07:00
155,3407.405,3407.77,3407.0,3407.19,1929,2021-10-18 15:08:00
156,3407.76,3407.76,3407.76,3407.76,200,2021-10-18 15:09:00
157,3407.0,3408.99,3407.0,3408.95,2564,2021-10-18 15:10:00
158,3409.55,3414.0298,3409.55,3412.96,4371,2021-10-18 15:11:00
159,3412.89,3414.38,3412.73,3413.87,4200,2021-10-18 15:12:00
160,3413.48,3413.595,3411.48,3411.96,2674,2021-10-18 15:13:00
161,3413.0615,3413.11,3411.2,3412.17,2795,2021-10-18 15:14:00
162,3412.02,3413.442,3412.02,3412.9,2757,2021-10-18 15:15:00
163,3412.98,3415.29,3412.98,3415.01,3362,2021-10-18 15:16:00
164,3414.65,3414.895,3414.225,3414.34,979,2021-10-18 15:17:00
165,3413.85,3414.77,3413.26,3414.77,2941,2021-10-18 15:18:00
166,3414.78,3419.4861,3414.78,3418.8625,6379,2021-10-18 15:19:00
167,3419.74,3419.79,3417.2416,3417.2416,2863,2021-10-18 15:20:00
168,3417.4,3420.59,3417.345,3418.21,4297,2021-10-18 15:21:00
169,3418.14,3421.18,3417.705,3420.605,3465,2021-10-18 15:22:00
170,3420.5,3421.24,3419.66,3420.935,3704,2021-10-18 15:23:00
171,3420.12,3420.22,3417.64,3418.03,1785,2021-10-18 15:24:00
172,3417.68,3417.68,3415.29,3416.56,2625,2021-10-18 15:25:00
173,3416.145,3416.165,3415.49,3415.51,1092,2021-10-18 15:26:00
174,3415.69,3417.44,3414.8,3414.8,5195,2021-10-18 15:27:00
175,3415.24,3415.24,3414.93,3414.93,667,2021-10-18 15:28:00
176,3415.11,3415.11,3411.47,3411.53,1300,2021-10-18 15:29:00
177,3411.941,3413.05,3411.3713,3412.825,2150,2021-10-18 15:30:00
178,3412.585,3414.33,3412.28,3414.33,1205,2021-10-18 15:31:00
179,3413.84,3416.2,3413.84,3415.45,1329,2021-10-18 15:32:00
180,3416.64,3419.02,3416.64,3418.47,2420,2021-10-18 15:33:00
181,3417.88,3417.88,3415.985,3417.3508,900,2021-10-18 15:34:00
182,3417.75,3419.57,3417.75,3418.605,900,2021-10-18 15:35:00
183,3417.445,3417.5,3415.53,3415.53,1604,2021-10-18 15:36:00
184,3415.065,3415.065,3414.69,3414.71,1000,2021-10-18 15:37:00
185,3414.295,3414.5,3413.695,3414.37,1000,2021-10-18 15:38:00
186,3413.635,3414.14,3413.066,3413.695,3655,2021-10-18 15:39:00
187,3413.0,3414.53,3412.3561,3414.53,1932,2021-10-18 15:40:00
188,3414.45,3415.315,3413.622,3414.975,2200,2021-10-18 15:41:00
189,3415.135,3417.915,3415.005,3417.915,1059,2021-10-18 15:42:00
190,3418.7201,3419.08,3416.4,3417.14,1700,2021-10-18 15:43:00
191,3418.6599,3418.6599,3415.805,3415.805,3200,2021-10-18 15:44:00
192,3416.13,3418.395,3416.13,3418.395,2400,2021-10-18 15:45:00
193,3420.335,3420.69,3419.49,3420.09,2300,2021-10-18 15:46:00
194,3419.655,3419.655,3418.23,3418.35,4406,2021-10-18 15:47:00
195,3417.785,3419.11,3417.785,3418.68,800,2021-10-18 15:48:00
196,3418.16,3419.96,3418.16,3419.65,829,2021-10-18 15:49:00
197,3419.03,3419.52,3418.515,3419.0,770,2021-10-18 15:50:00
198,3419.0,3419.5,3418.0,3418.0,1103,2021-10-18 15:51:00
199,3417.85,3420.822,3417.85,3420.8,2117,2021-10-18 15:52:00
200,3421.5,3422.0,3421.2563,3421.2563,1919,2021-10-18 15:53:00
201,3421.2419,3421.2419,3420.325,3420.325,1100,2021-10-18 15:54:00
202,3420.78,3421.65,3420.7,3421.25,3410,2021-10-18 15:55:00
203,3421.67,3421.97,3421.235,3421.7208,850,2021-10-18 15:56:00
204,3421.03,3421.03,3420.35,3420.35,700,2021-10-18 15:57:00
205,3420.35,3420.4527,3419.5031,3419.5031,610,2021-10-18 15:58:00
206,3419.975,3420.5,3419.825,3419.825,1000,2021-10-18 15:59:00
207,3419.15,3419.38,3418.4,3418.745,1915,2021-10-18 16:00:00
208,3419.33,3419.662,3418.97,3419.4901,900,2021-10-18 16:01:00
209,3419.97,3420.95,3419.5201,3419.5201,900,2021-10-18 16:02:00
210,3419.52,3419.75,3418.1,3418.54,1600,2021-10-18 16:03:00
211,3417.85,3418.54,3417.85,3418.305,1411,2021-10-18 16:04:00
212,3418.4,3418.94,3418.3,3418.94,602,2021-10-18 16:05:00
213,3418.68,3418.94,3418.455,3418.94,610,2021-10-18 16:06:00
214,3418.91,3419.06,3418.405,3418.405,450,2021-10-18 16:07:00
215,3420.31,3422.1982,3420.31,3421.95,2173,2021-10-18 16:08:00
216,3421.26,3421.97,3420.545,3421.8759,2492,2021-10-18 16:09:00
217,3422.23,3422.6977,3422.23,3422.55,944,2021-10-18 16:10:00
218,3422.52,3422.69,3421.0,3421.0,700,2021-10-18 16:11:00
219,3420.84,3421.04,3420.56,3420.5775,1392,2021-10-18 16:12:00
220,3419.62,3419.62,3417.985,3418.03,2263,2021-10-18 16:13:00
221,3418.305,3418.8,3415.18,3417.37,6020,2021-10-18 16:14:00
222,3417.61,3418.51,3417.2942,3417.2942,300,2021-10-18 16:15:00
223,3416.88,3416.88,3415.365,3415.65,4724,2021-10-18 16:16:00
224,3415.625,3415.625,3413.669,3413.669,2572,2021-10-18 16:17:00
225,3414.4,3414.4,3411.28,3413.21,1900,2021-10-18 16:18:00
226,3412.99,3413.47,3412.99,3413.47,600,2021-10-18 16:19:00
227,3414.91,3415.49,3414.42,3414.765,890,2021-10-18 16:20:00
228,3414.8,3416.18,3414.8,3416.18,310,2021-10-18 16:21:00
229,3415.405,3417.67,3415.405,3417.67,802,2021-10-18 16:22:00
230,3417.67,3417.67,3416.8475,3416.8475,400,2021-10-18 16:23:00
231,3416.06,3416.67,3416.06,3416.67,300,2021-10-18 16:24:00
232,3416.85,3416.85,3415.39,3415.39,300,2021-10-18 16:25:00
233,3415.37,3415.37,3415.37,3415.37,200,2021-10-18 16:26:00
234,3416.07,3416.07,3416.05,3416.05,200,2021-10-18 16:28:00
235,3416.7,3419.0,3416.7,3419.0,1330,2021-10-18 16:29:00
236,3419.316,3419.66,3418.8342,3418.8342,1282,2021-10-18 16:30:00
237,3419.06,3419.3622,3418.1195,3419.3622,1101,2021-10-18 16:31:00
238,3418.77,3418.77,3418.75,3418.75,200,2021-10-18 16:32:00
239,3418.38,3418.82,3418.38,3418.82,455,2021-10-18 16:33:00
240,3419.21,3420.79,3419.21,3420.75,2799,2021-10-18 16:34:00
241,3420.56,3421.145,3420.32,3420.32,900,2021-10-18 16:35:00
242,3420.0,3420.0,3419.87,3419.87,424,2021-10-18 16:36:00
243,3419.7411,3420.8095,3419.7411,3420.8095,300,2021-10-18 16:37:00
244,3420.82,3421.36,3420.82,3421.0099,1490,2021-10-18 16:38:00
245,3421.09,3421.09,3420.0,3420.47,300,2021-10-18 16:39:00
246,3420.27,3420.27,3420.04,3420.04,215,2021-10-18 16:40:00
247,3419.05,3420.86,3419.0,3420.38,1849,2021-10-18 16:41:00
248,3419.99,3420.64,3419.99,3420.33,1377,2021-10-18 16:42:00
249,3420.67,3421.5,3420.67,3421.36,400,2021-10-18 16:43:00
250,3421.47,3422.22,3421.0,3422.0,6006,2021-10-18 16:44:00
251,3421.5,3423.0,3421.5,3423.0,936,2021-10-18 16:45:00
252,3423.95,3423.95,3423.08,3423.08,489,2021-10-18 16:46:00
253,3423.95,3424.6751,3423.21,3423.21,1376,2021-10-18 16:47:00
254,3422.46,3423.08,3422.24,3422.46,1050,2021-10-18 16:48:00
255,3423.135,3424.0,3423.135,3424.0,2500,2021-10-18 16:49:00
256,3424.2435,3425.475,3424.2435,3425.455,2600,2021-10-18 16:50:00
257,3425.525,3425.85,3424.15,3424.15,500,2021-10-18 16:51:00
258,3423.89,3424.47,3423.89,3424.47,400,2021-10-18 16:52:00
259,3425.0,3426.88,3424.99,3426.641,3419,2021-10-18 16:53:00
260,3427.0,3427.7796,3426.92,3427.25,710,2021-10-18 16:54:00
261,3427.1,3427.23,3426.24,3426.7,600,2021-10-18 16:55:00
262,3426.0881,3427.4404,3426.0881,3427.4404,900,2021-10-18 16:56:00
263,3427.38,3429.79,3427.38,3429.6506,4446,2021-10-18 16:57:00
264,3429.55,3429.65,3428.0,3429.0,4351,2021-10-18 16:58:00
265,3429.4201,3429.4201,3428.3964,3428.3964,1772,2021-10-18 16:59:00
266,3429.52,3431.0,3429.52,3431.0,1500,2021-10-18 17:00:00
267,3430.56,3432.53,3430.42,3431.98,3590,2021-10-18 17:01:00
268,3431.98,3432.0,3431.98,3431.99,428,2021-10-18 17:02:00
269,3431.54,3431.5884,3429.32,3429.32,1145,2021-10-18 17:03:00
270,3429.33,3429.33,3427.8433,3428.03,2050,2021-10-18 17:04:00
271,3427.97,3427.97,3426.27,3426.4448,1095,2021-10-18 17:05:00
272,3427.195,3429.0,3427.195,3427.775,1375,2021-10-18 17:06:00
273,3426.5894,3426.5894,3426.0,3426.0,1183,2021-10-18 17:08:00
274,3425.555,3426.01,3425.555,3426.0,1890,2021-10-18 17:09:00
275,3426.59,3427.18,3426.59,3427.18,554,2021-10-18 17:10:00
276,3427.65,3427.65,3427.65,3427.65,100,2021-10-18 17:11:00
277,3427.695,3427.695,3426.19,3426.49,1100,2021-10-18 17:12:00
278,3427.12,3427.12,3426.965,3427.09,300,2021-10-18 17:13:00
279,3426.6,3426.91,3425.89,3425.89,600,2021-10-18 17:14:00
280,3426.56,3428.3323,3425.99,3428.115,2967,2021-10-18 17:15:00
281,3429.05,3431.69,3429.05,3430.88,1965,2021-10-18 17:16:00
282,3431.265,3432.9,3431.125,3432.9,1014,2021-10-18 17:17:00
283,3432.03,3432.515,3430.2,3430.53,750,2021-10-18 17:18:00
284,3430.41,3430.41,3429.34,3429.34,655,2021-10-18 17:19:00
285,3429.22,3429.64,3429.22,3429.64,619,2021-10-18 17:20:00
286,3430.04,3430.04,3430.04,3430.04,100,2021-10-18 17:21:00
287,3429.5624,3431.12,3429.5624,3431.12,700,2021-10-18 17:22:00
288,3431.7561,3432.8099,3431.68,3432.8099,997,2021-10-18 17:23:00
289,3433.0,3433.4,3432.89,3433.05,1686,2021-10-18 17:24:00
290,3432.0238,3432.1,3431.86,3431.86,595,2021-10-18 17:25:00
291,3431.24,3433.405,3431.24,3433.405,840,2021-10-18 17:26:00
292,3433.41,3436.2,3433.41,3435.03,5065,2021-10-18 17:27:00
293,3434.9,3435.2,3434.31,3434.8678,1181,2021-10-18 17:28:00
294,3435.5871,3437.0,3435.51,3436.98,2286,2021-10-18 17:29:00
295,3436.94,3438.84,3436.9,3438.0,2934,2021-10-18 17:30:00
296,3437.3917,3437.97,3436.58,3436.59,900,2021-10-18 17:31:00
297,3436.875,3439.8864,3436.875,3439.8864,2102,2021-10-18 17:32:00
298,3440.0,3440.87,3436.0,3436.13,5593,2021-10-18 17:33:00
299,3437.0,3439.5,3437.0,3439.5,1104,2021-10-18 17:34:00
300,3440.1924,3441.4,3437.3828,3438.39,5671,2021-10-18 17:35:00
301,3438.22,3438.785,3438.22,3438.34,996,2021-10-18 17:36:00
302,3438.255,3438.255,3437.565,3437.565,200,2021-10-18 17:37:00
303,3438.17,3438.52,3438.17,3438.52,300,2021-10-18 17:38:00
304,3438.32,3439.01,3437.9155,3437.9155,500,2021-10-18 17:39:00
305,3437.87,3437.87,3435.57,3435.57,851,2021-10-18 17:40:00
306,3435.3877,3436.74,3435.3877,3436.74,1153,2021-10-18 17:41:00
307,3436.9325,3436.9325,3435.84,3435.85,960,2021-10-18 17:42:00
308,3436.0735,3436.0735,3436.0215,3436.0215,200,2021-10-18 17:43:00
309,3436.3,3438.035,3436.3,3438.035,550,2021-10-18 17:44:00
310,3439.0,3439.6898,3438.01,3438.01,3354,2021-10-18 17:45:00
311,3438.69,3439.655,3438.69,3439.42,1693,2021-10-18 17:46:00
312,3439.3599,3439.3599,3438.75,3438.784,506,2021-10-18 17:47:00
313,3438.67,3439.16,3438.66,3439.16,1167,2021-10-18 17:48:00
314,3439.74,3441.0,3439.74,3440.9999,3114,2021-10-18 17:49:00
315,3440.32,3440.32,3439.6091,3439.7996,700,2021-10-18 17:50:00
316,3440.0,3440.08,3439.74,3439.95,1350,2021-10-18 17:51:00
317,3439.9,3440.0,3439.29,3439.6766,1158,2021-10-18 17:52:00
318,3439.2025,3440.28,3439.2025,3439.98,1340,2021-10-18 17:53:00
319,3439.875,3440.99,3439.875,3439.88,2057,2021-10-18 17:54:00
320,3440.3401,3440.3401,3437.33,3437.33,1400,2021-10-18 17:55:00
321,3436.255,3438.07,3436.255,3438.07,2096,2021-10-18 17:56:00
322,3437.77,3437.77,3436.57,3437.55,1000,2021-10-18 17:57:00
323,3437.1174,3437.1174,3437.1174,3437.1174,100,2021-10-18 17:58:00
324,3437.19,3437.19,3436.09,3436.09,1304,2021-10-18 17:59:00
325,3436.67,3436.88,3436.67,3436.88,200,2021-10-18 18:00:00
326,3436.75,3437.77,3436.59,3437.77,1013,2021-10-18 18:01:00
327,3436.74,3437.99,3436.61,3437.43,935,2021-10-18 18:02:00
328,3438.1,3438.1,3438.1,3438.1,100,2021-10-18 18:03:00
329,3439.14,3439.14,3438.84,3438.84,715,2021-10-18 18:04:00
330,3439.02,3439.02,3438.91,3438.925,300,2021-10-18 18:05:00
331,3439.01,3442.0,3439.01,3440.95,3486,2021-10-18 18:06:00
332,3440.28,3440.82,3439.58,3439.58,1248,2021-10-18 18:07:00
333,3440.3,3440.375,3440.3,3440.375,200,2021-10-18 18:08:00
334,3440.68,3441.08,3439.4,3439.4,405,2021-10-18 18:09:00
335,3440.1593,3440.1593,3440.1593,3440.1593,100,2021-10-18 18:10:00
336,3439.785,3440.495,3439.475,3440.495,824,2021-10-18 18:11:00
337,3440.3216,3440.3216,3437.0,3438.4,1813,2021-10-18 18:12:00
338,3438.28,3438.435,3437.85,3438.435,500,2021-10-18 18:13:00
339,3439.04,3439.09,3437.47,3437.47,800,2021-10-18 18:14:00
340,3438.215,3438.215,3437.27,3437.27,200,2021-10-18 18:15:00
341,3437.4276,3438.51,3437.4276,3438.51,800,2021-10-18 18:16:00
342,3439.22,3440.0,3439.08,3439.515,2243,2021-10-18 18:17:00
343,3439.57,3439.57,3437.204,3437.71,1083,2021-10-18 18:18:00
344,3437.76,3439.32,3437.76,3439.32,400,2021-10-18 18:19:00
345,3438.75,3439.49,3438.42,3438.43,849,2021-10-18 18:20:00
346,3438.6265,3439.405,3438.3792,3439.405,303,2021-10-18 18:21:00
347,3439.03,3439.31,3438.6,3438.645,700,2021-10-18 18:22:00
348,3438.18,3438.5,3438.18,3438.5,300,2021-10-18 18:23:00
349,3438.11,3438.725,3437.85,3437.85,622,2021-10-18 18:24:00
350,3438.0,3438.0,3438.0,3438.0,430,2021-10-18 18:25:00
351,3438.53,3438.53,3436.25,3436.25,1130,2021-10-18 18:26:00
352,3436.855,3437.83,3436.44,3436.875,2906,2021-10-18 18:27:00
353,3437.69,3438.105,3437.69,3438.105,200,2021-10-18 18:28:00
354,3437.39,3437.95,3437.39,3437.71,400,2021-10-18 18:29:00
355,3438.89,3438.89,3438.87,3438.87,200,2021-10-18 18:30:00
356,3438.6,3441.6,3438.6,3441.6,2574,2021-10-18 18:31:00
357,3441.558,3443.14,3441.4959,3443.14,2670,2021-10-18 18:32:00
358,3443.14,3443.17,3441.59,3442.58,3326,2021-10-18 18:33:00
359,3442.6,3442.74,3442.0,3442.0,700,2021-10-18 18:34:00
360,3442.61,3443.61,3442.055,3442.45,3290,2021-10-18 18:35:00
361,3441.74,3442.89,3441.74,3442.63,1140,2021-10-18 18:36:00
362,3442.11,3442.11,3440.38,3442.0741,1049,2021-10-18 18:37:00
363,3441.38,3441.98,3441.38,3441.81,409,2021-10-18 18:38:00
364,3441.27,3441.27,3441.27,3441.27,113,2021-10-18 18:39:00
365,3441.52,3442.49,3441.3281,3442.49,800,2021-10-18 18:40:00
366,3442.675,3443.6,3442.675,3443.6,2668,2021-10-18 18:41:00
